CORPUS,TOPIC_ID,TOPIC,HUMAN_TEXT,PROMPT,LLAMA_TEXT,GEMMA_NAME,MISTRAL_TEXT
BAWE,BAWE_451,In attempting to write about Robert Musil's encyclopedic novel The Man Without Qualities,"In attempting to write about Robert Musil's encyclopedic novel The Man Without Qualities (Der Mann ohne Eigenshaften), one quickly begins to feel like a commentator without confidence. In some 1600 pages of published material, representing barely more than half of its projected size, Musil's unfinished work presents the reader with an incredibly complex and highly philosophical contribution to modern literature. Written over a period of two decades, the book reflects Musil's own philosophical and spiritual ambitions, offered in the story of its hero, Ulrich. The setting is Vienna, in the year just prior to the commencing of World War I. An iconic picture of the modern world, a wide cast of characters surrounded by the accelerating advances of impersonal technology variously respond to the apparent lack of a meaningful principle by which they can anchor their lives. Ulrich, a gifted man of remarkable intelligence, but mirroring the formlessness of the world around him, finds himself completely removed from any definite construction of his own identity, and so exists as the man without qualities. Setting aside his career as a mathematician, he decides to take a 'leave from life' (Urlaub vom Leben) for one year in order to determine that which...",You are a university student. Write an essay on the topic In attempting to write about Robert Musil's encyclopedic novel The Man Without Qualities.,,,
BAWE,BAWE_685,Discuss the Changing Fortunes of the British National Party,"The British National Party (BNP) has become the most publicized and well known Far Right political party of recent years. It is rarely out of the news and has become a marginal but dangerously significant part of the current British political culture. Arguably the BNP is a single issue party focussing on questions of immigration, asylum and race. Its recent prominence can be seen as part of the wider revival of fascism in Europe and America faced with the problems of globalisation and terrorism. In the 1980s and 1990s the death of fascism in Britain was being heralded by many as the decline of the National Front was seen to indicate the British public's final rejection of fascist ideology. The popularity of the National Front during the 1970s meant Britain was considered at the forefront of the Far Right in Europe. However, the organisational and ideologically splits of the eighties destroyed this fascist movement. Paradoxically, during this same period continental Europe especially Germany and France were experiencing a substantial rise in neo-fascism both underground and through electoral success. The recent prominence of the BNP in local council elections has led to the fear that Britain is following this continental model...",You are a university student. Write an essay on the topic Discuss the Changing Fortunes of the British National Party.,,,
BAWE,BAWE_510,"If 'I exist' is a well formed claim, does this undermine the objection to the ontological argument that says that 'exist' is not a predicate?","In Descartes' version of the ontological argument, the idea of God has necessary existence as a quality of his being. Descartes justified this claim by asserting that by definition, God was a supremely perfect being, and that existence was a quality that was necessary of such a perfect being. According to Descartes, all the infinite perfections formed a coherent and undeniable unity in any notion of God. However, one of the objections to the Ontological argument was that 'exist' is not a predicate. Since Immanuel Kant, proponents of this notion have argued that existence is not a property of objects and could not be regarded as a feature they can possess. If this belief is true, it would have to be conceded that existence can no longer be ascribed to any notion of God as part of the description of him because existence would cease to be a perfection to be unified necessarily with the other perfections in the idea of God. Defenders of the ontological argument were now challenged by this objection to put forward contrary arguments. One such response focused upon a statement that the proponents of the ontological argument would exploit for its seemingly undeniable contradiction of...","You are a university student. Write an essay on the topic If 'I exist' is a well formed claim, does this undermine the objection to the ontological argument that says that 'exist' is not a predicate?.",,,
BAWE,BAWE_406,Outline the best case you can for a theory of general intelligence. What are the strengths and weaknesses you see in the case you have constructed?,"The question of whether or not there is a general factor in intelligence, or g, has been a massive debate in psychology and the answer has important implications for society and psychology. Spearman (1904, cited in Deary 2001) first described g after finding several different mental abilities were positively correlated, and inferred from this that there was some underlying general factor that was influencing different abilities. This theory has been taken and developed in various ways by different psychologists over the past 100 years, but this approach has not been without it's dissenters, and there has been significant opposition, for example by Gardner's (1993) claim of multiple intelligences. Rather than being dismissed, these detractors should be answered, and unfortunately this has not always happened in this debate. The case for a theory of general intelligence can be supported by research and theories from many areas of psychology. Firstly, there is the evidence from psychometric testing, and basic level cognitive task studies such as reaction time. Then there is mounting evidence from biological psychology, with suggestions of brain structures that might be the biological basis of g. Research in the 'real world' has also found evidence for the predictive power of...",You are a university student. Write an essay on the topic Outline the best case you can for a theory of general intelligence. What are the strengths and weaknesses you see in the case you have constructed?.,,,
BAWE,BAWE_580,"The Commission is Organised on the Pattern of a Government (K. P. E. Lasok - ""Law and Institutions of the European Union"" (2001) at 235). Is it Accurate to Describe the Commission as the Government of the EU?","<heading>Introduction</heading>It cannot be denied that the European Commission occupies a ""central position"" within the framework of the EU institutions. The Commission has come a long way from its humble beginnings in the 1950s. The Commission's ""influence usually looms large"", as it possesses legislative, executive, administrative and judicial functions. It has been at the heart of the Single European Market project and much EU policy emanates from the Commission. However, it does not necessarily follow that the Commission is the government of the EU, even if it views itself thus. The traditional image of the Commission is of a monolithic supranational bureaucracy and for many euro-sceptics ""the European Commission is a natural bogeyman"". Yet, it is far from being omnipotent and lacks some crucial features of a government. Indeed, it can be argued that it is ""a bit of a dog's breakfast"" as it suffers from ""structural fragmentation"". Furthermore, the Commission has been plagued by allegations of corruption and for it to be a proper government, it needs legitimacy and accountability. <fnote>Neill Nugent - ""The European Commission"", page 10. </fnote><fnote>Neill Nugent - ""The European Commission"", page 15. </fnote><fnote>John Palmer - ""Brussels Bogeyman is Thatcher's Nightmare"", The Guardian April 27 1990. </fnote><fnote>John...","You are a university student. Write an essay on the topic The Commission is Organised on the Pattern of a Government (K. P. E. Lasok - ""Law and Institutions of the European Union"" (2001) at 235). Is it Accurate to Describe the Commission as the Government of the EU?.",,,
BAWE,BAWE_617,Post Module Assignment,"<heading>Introduction</heading>Undoubtedly, there are many companies that provide interesting case-studies for a discussion of their strategic marketing planning and the way that they have affected or been affected by the international marketing environment, its changes and its trends. Toyota with the implementation of Lean Manufacturing and Motorola with the adoption of Six Sigma principles are only two of the most well-known examples. However, this assignment is based on easyJet, a European Airline Industry which, by using a pioneering strategy, had a significant impact on the way that European airlines do business. The current assignment initially examines the company and its strategy. Following on, under the perspective of macro-environment, the main events and trends that have affected the European aviation market are presented and analysed. Moreover, micro-environment of easyJet is defined, and, in order to provide a clearer picture of the company, a SWOT analysis is presented. Furthermore, possible future events and trends and the way that marketeers should respond to them are examined and lastly, the conclusions drawn up from this analysis are set out. <heading>1. Company Overview</heading><heading>1.1 The Company</heading>According to the official web-site of easyJet ( URL ), Stelios Haji-Ioannou founded the company and the family still remains the main...",You are a university student. Write an essay on the topic Post Module Assignment.,,,
BAWE,BAWE_804,"Write an essay using the ethnography, 'Traveller Gypsies', to show how ideas about dirt and cleanliness, pollution and/or taboo may be related to systems of classification","The perception of dirt within England to this day at least, is one of varying degrees of distain. The mere presence of it within our homes be it, mud from a shoe on a once pristinely white carpet or something less obvious such as a sock on the kitchen table often leaves the observer with feelings of anguish at its inappropriate positioning. Quite often, it seems that dirt can be allied with things associated with the outside world being brought in doors, in this common case the indoors is subsequently polluted as a result of the offending object. In an alternative situation, roles may be reversed whereby an object from 'inside' finds its way outside, in this situation the likely predicament would be for the seemingly out of place object to be considered polluted and robbed of its somewhat 'pure' former status, certainly rendered inappropriate for it to return to its former home as it were. Other confusing circumstances may be of where objects that 'belong' upstairs are brought downstairs within a house, or when under garments are visible in replacement of expected over garments. This example serves as a more domestic metaphor for the more generalised issue of pollution...","You are a university student. Write an essay on the topic Write an essay using the ethnography, 'Traveller Gypsies', to show how ideas about dirt and cleanliness, pollution and/or taboo may be related to systems of classification.",,,
BAWE,BAWE_478,"In US politics, money is everything. Discuss.","It is often said that, 'money is the mothers milk' of American politics. Many sceptics claim that money permeates the entire political system, especially in two key areas, election campaigns, and interest group influence. These claims are backed up by some incredible statistics. For instance, in the 2004 election cycle, all but four of the Senate elections were won by the highest spending candidate, and in the House, this was all but ten; therefore, out of 469 Congressional elections in 2004, 455 were won by the highest spender. Although it is incredibly difficult to prove that money is the overriding influence in US politics (although the upcoming trial of Jack Abramoff could make this inference more accurate) it is widely regarded as true that, without money in US politics, you barely stand a hope of influencing the system in any way, and exceptions to this rule are highly sporadic. However, it would be wrong to claim that, 'money is everything'. Money cannot guarantee success in US politics, even if it can make it much more likely. Money is crucial to success, but it cannot guarantee it. <fnote>The Center for Responsive Politics, URL Accessed 6th February 2006 </fnote>When discussing money in...","You are a university student. Write an essay on the topic In US politics, money is everything. Discuss..",,,
BAWE,BAWE_805,Great and Strong,"Great and Strong does not fit any classical poem's form, like sonnets. It has no particular rhyming schema, and no regular metric pattern. However, it is full of sound effects and other stylistic devices conveying unexpected foregrounding. The poem is composed of three sentences of unequal length: two very short ones of two and three lines, followed by the very long last one - twenty one lines. However, a decent analyse should not be based on such a division. Even just a glance at the poem allows to perceive a typographic break in the middle of the poem (l.14). The lines are shorter. Then, reading the poem (and it is even more obvious when listening to it) confirms this feeling as the syntax changes; that is why it is interesting to analyse how each part works, starting by the first one. The beginning of the poem looks like a narration. It is composed of short clauses built on simple structures such as subject + verb + complement. There are three occurrences of the structure ""he was"" + adjective (l.2, 6 and 7). This is typical of a narrative description of a character. The latter is referred to by the personal...",You are a university student. Write an essay on the topic Great and Strong.,,,
BAWE,BAWE_689,Discuss the Importance of Working-Class Pressure in the Development of State Policies to overcome Mass Unemployment in the 1930s,"The Great Depression following the 1929 Wall Street Crash devastated both the European and American economies leaving millions facing destitution and unemployment. Among these were many workers both skilled and unskilled who were unable to support their families and heavily reliant on the state for support. Working-class pressure in this context mainly constitutes Trade Union groups and Left-leaning political parties that claim to represent working-class interests. Nonetheless, as Salter (Salter and Stevenson 1990) argues there is a distinction between the attitudes and behaviour of working-class members and the organisations that purport to represent them. Moreover, working-class expression is more than just the Trade Unions or Social Democratic parties; it also involves lower-class women, the unemployed, non-union workers and the conservative and liberal working classes. However, due to time constraints this essay will mainly focus on Trade-Unions and Social Democratic party activism as the major sources of working-class political expression. In both Europe and America different states responded very differently to the Depression, using varied state policies to tackle the problem of mass unemployment. The traditional economic orthodox approach was a belief in laissez faire policies that involved public expenditure cuts, the free market and the conviction that unemployment was a...",You are a university student. Write an essay on the topic Discuss the Importance of Working-Class Pressure in the Development of State Policies to overcome Mass Unemployment in the 1930s.,,,
BAWE,BAWE_141,'Madame Bovary is a novel which illustrates the dangers of living life as if it were fiction.' To what extent do you agree with this account of Flaubert's novel?,"Emma Bovary lives her life as if it were fiction and this decision directly results in her unfortunate destiny. She refuses to accept anything other than the idealised and romanticised illusions she reads about in her beloved novels. However, this essay will also attempt to establish whether it is possible, qua reader, to sympathise with or understand Emma's decision and whether, in fact, this chosen lifestyle is merely a dangerous one. Emma aspires to a life which is well beyond her social class. She will only accept the love which complies with that which she reads about and Flaubert uses many examples to demonstrate how this can be extremely dangerous. She constantly lives in a world which is unreal and, according to Flaubert himself: ""Madame Bovary herself was to be a woman of perverted character, a woman falsely poetical, of false feelings."" Emma is ecstatic when she is to marry Charles and thinks that all her dreams will become reality. She has spent her early life being educated at a convent and, cut off from the world, has had only literature as a sense of what ""real"" life and love are like. However, Emma quickly realises that the novels are...",You are a university student. Write an essay on the topic 'Madame Bovary is a novel which illustrates the dangers of living life as if it were fiction.' To what extent do you agree with this account of Flaubert's novel?.,,,
BAWE,BAWE_304,"Supporting your argument with detailed examples, identify and explore which of the movements we have covered on the course has made the greatest contribution to innovations in performance.","On the 20 th of February 1909 the first futurist manifesto was printed in the Italian daily circulation 'Le Figaro'. It's author Filippo Tommaso Marinetti had written it from a luxurious 'Villa Rossa' in Milan and pointed to the Parisian public as the target of 'incendiary violence.' Although Paris, enjoying its title as 'cultural capital of the world' was regularly a victim of attacks on the establishment the manifesto showed radical ideas of performance the world had never seen before. Marinetti had lived in Paris from 1893-1896 and had enjoyed living in a circle of friends involved in the arts. Amongst these friends was Alfred Jarry. Marinetti was heavily influenced by Jarry's controversial attitudes to the theatre and many of his ideas for futurist performance can be seen in Jarry's play 'Ubo Roi.' 'Ubo Roi' debuted at Lugne-Poe's Theatre de l'Oeuvre on the 11 th of December 1896 and was modelled on schoolboy farces and puppet shows. The play was a curious ensemble of ideas, which Jarry set up in the preface. These ideas were often contradictory to stimulate the audience. Jarry wrote how Ubo was to wear a horse head of cardboard 'as in the Old English theatre'. This...","You are a university student. Write an essay on the topic Supporting your argument with detailed examples, identify and explore which of the movements we have covered on the course has made the greatest contribution to innovations in performance..",,,
BAWE,BAWE_430,What conclusions should one draw about the 'self' from Goffman's work?,"Erving Goffman, writing in the post-war period, is one of the last century's most acclaimed sociological writers. The accessible style of his work has made it some of the most widely read, providing insight into the vast symbolic significance of social interaction. Characteristics shared with Simmel's style of essayism are clear; Goffman's assertions, like his, are not generally backed up with empirical evidence. This is not necessarily a criticism however, as it allows his style the charm that has made the pieces so popular and comprehensible. Goffman's work hinges on the notion that 'all human beings are vulnerable to the constraint of social interaction' (Fisher and Strauss, 1979, p.479). As a result, his work is often cited as part of the Chicago school tradition of symbolic interactionism. Their concern was to investigate those social actions that have an 'immediately reciprocal orientation' (Joas, 1987, p.84), on the basis that such actions have a symbolic character. Mead's conception that individuals partaking in interaction both give out and receive gestures and signals, was one important work to come out of the Chicago school, which one would perhaps tend to associate as the basis of Goffman's concern with the construction of 'self'. However, Goffman's...",You are a university student. Write an essay on the topic What conclusions should one draw about the 'self' from Goffman's work?.,,,
BAWE,BAWE_477,"The Decline in popular participation in Britain highlights the changing nature and focus of democratic participation in Britain today"". Discuss.","The decline in voting in Britain, at all levels of government, has given the impression of a decline in popular participation, and seems to suggest an apathetic electorate who do not care about becoming engaged in politics or democracy. However, to infer this simply from studying electoral turnout ignores the multiple 'entrance points' into modern politics, which allow for people to become engaged in democratic participation in non-traditional ways. Although there is a decline in voting, interest groups especially single issue groups, are flourishing. There is also an increasing trend of participating on an individual level; activities such as boycotting certain products, or buying fair trade goods. This reflects the changing nature of democracy, not just in Britain, but in the world as a whole. With increasing consensus in 'Westminster' politics, and Britain as a whole, on traditional economic and welfare issues, there has been a shift towards participation on behalf of 'post-materialist' issues, which has shaped this change in the way we participate, and the focus of participation. Democratic participation is no longer being exclusively exercised at the polls to influence Westminster; people are using their wallets and social conscience to lobby for change at a local, national and...","You are a university student. Write an essay on the topic The Decline in popular participation in Britain highlights the changing nature and focus of democratic participation in Britain today"". Discuss..",,,
BAWE,BAWE_424,"Outline the conceptual distinctions Weber made between 'class', 'status' and 'power'. Are these useful in practice?","Weber tends to reject the type of over-arching theory of historical development that others, like Marx, favour, and thus it follows that he also rejects the idea that class relationships can have ultimate, universal supremacy. This led to the development of an approach that views social stratification as made up of three conceptually distinct elements: 'class', 'status' and 'power' (or 'party', as the term used in Weber's work). Weber viewed all three dimensions as 'phenomena of the distribution of power in a community', thus emphasising that power is not only struggled for on economic grounds but can also be valued ""for its own sake"" (Weber, 1966, p.21). He makes clear that while social honour and 'prestige' is often tied in with the struggle for power, it is not a necessary feature when that power is economic or political. Thus it is essential that these dimensions of power, in the economic order ('class'), in terms of honour (status), and over man (party), remain distinct. Weber's definition of 'class' incorporates all of those who share the same 'class situation', this being the level of opportunity a person has to purchase particular goods and to achieve certain living conditions and life experiences (Craib,...","You are a university student. Write an essay on the topic Outline the conceptual distinctions Weber made between 'class', 'status' and 'power'. Are these useful in practice?.",,,
BAWE,BAWE_36,Did Darwin's Theory of Evolution Counter the Romantic View of Nature?,"Charles Darwin provided the first explanation for the means by which evolution takes place. This was by the process of natural selection. A key aspect of Darwin's ideas was that species were not immutable, that they could change in their essential characteristics. It had been a common belief that species were immutable because of the writings in the Bible. Genesis mentioned the species that God had created and it was assumed that only God could create new species. Darwin was worried about the implications of his ideas. In January 1844 he wrote to J. D. Hooker claiming that it was 'like confessing a murder' to suggest that species were not immutable. However, many of Darwin's ideas had been in discussion by earlier natural historians and Romantic thinkers in the decades before he published his Origin of Species by means of Natural Selection in 1859. Romanticism began in the mid-eighteenth century and reached its height in the nineteenth century. The Romantics questioned old beliefs, requiring proof before they believed in something. They would study nature closely and believed that man was closely linked with the natural world. In this way Darwin was also a Romantic thinker. <fnote>Nichols, Ashton, 'The Anxiety of...",You are a university student. Write an essay on the topic Did Darwin's Theory of Evolution Counter the Romantic View of Nature?.,,,
BAWE,BAWE_815,An analysis of the formal features of Aphra Behn's 'Song: ~On her lovin two equally',"Aphra Behn begins this poem by relating the narrator's passion to a stream, through the use of metaphorical language. The second line creates an image of a fork in the stream as it splits into different, but equal courses. This appropriately summarises the theme of the poem; the narrator has to decide on a course to take, meaning she has to choose either Damon or Alexis. In terms of rhyme scheme, the first and third stanzas consist of three rhyming couplets (aabbcc). This type of rhyme scheme is sometimes referred to as 'metrically accelerated rhyme' - the rhyme words are as close together as possible, speeding up the pace of the poem. The fast pace suggests a rapid stream of thought as the narrator, or persona, tries to make sense of her complex situation. The rhyme scheme changes to ababcc in the second stanza, and consequently there is a break from rhyming couplets. This highlights the unexpected sound of 'mourn' at the end of the second line. The idea of mourning is central to the poem, as it helps relate a sense of longing and sadness. There is a fairly equal balance of perfect and imperfect rhyme throughout the poem,...",You are a university student. Write an essay on the topic An analysis of the formal features of Aphra Behn's 'Song: ~On her lovin two equally'.,,,
BAWE,BAWE_39,Are there any tetrachromats? Why would we expect them to be women? How would their vision be different to trichromats?,"Human colour vision can most often be described as trichromatic. Having trichromatic colour vision entails having three types of wavelength specific cones in the retina, each of which are maximally responsive to short, medium or long wavelengths of light in the colour spectrum. Short, medium and long wavelength cones maximally respond to blue, green and red light respectively (Goldstein, 2002). Trichromacy is not a uniform feature of human physiology however. Because colour vision is inherited genetically, with medium and long wavelength specific genes being located on the x chromosome, mutations can occur. These mutations can cause a type of colour blindness called anomalous trichromacy, in which the red photopsin becomes slightly shifted (Sanocki, Shevell, Winderickx, 1993). If a woman inherits the three cones for normal trichromacy on one x chromosome, and the three cones for anomalous trichromacy on the other x chromosomes, she will possess two types of red photopsin and therefore have the possibility of four wavelength specific cones. If having four different wavelength specific cones defines tetrachromacy it is highly likely that there are tetrachromats (Jameson, Highnote and Wasserman, 2001). If, however, tetrachromacy is defined by the visual system acting upon this extra cone and creating the neural...",You are a university student. Write an essay on the topic Are there any tetrachromats? Why would we expect them to be women? How would their vision be different to trichromats?.,,,
BAWE,BAWE_56,Critically evaluate research and theory on the authoritarian personality,"The authoritarian personality is a personality type that predisposes a person to obey unquestionably. People with this personality type are said to be prejudice against minority groups and believe strongly in obeying authority. They also have a general belief in the importance of power and dominance, and the insignificance of those below them. This is because they feel weak and therefore feel they need to be part of a powerful group and have a powerful leader. The authoritarian personality has shown a trend in personality patterns formed in childhood. Research has found that those who score highly on authoritarianism tend to describe their childhood as being dominated by stern harsh fathers who insisted on absolute obedience. This theory is predominately a psychodynamic one as it is based on the idea of 'reaction formation', as a forbidden impulse is re-channelled into a safer course. In effect these minority groups are used as scapegoats as they are considered to be weak and powerless. In this case, the child is unable to express their anger towards their father and thus resulting in them redirecting their anger towards much safer targets such as minority groups (Gleitman, Fridlund & Reisberg, 1998). Defence mechanisms are used...",You are a university student. Write an essay on the topic Critically evaluate research and theory on the authoritarian personality.,,,
BAWE,BAWE_1075,"Euripides, Suppliants, 'What beneficial aspects of democracy does Theseus chose to mention in his speech?'","<heading>Part One- What is the literary and historical context of this passage? </heading>Euripides' 'Suppliants' was written in the late 5 th century, speculatively dated at around 423 BC. By this time the democratic state of Athens had gained great power in Greece as leader of the Delian league, and as a result was shortly to become involved in the Peloponnesian war. This tragedy was produced as part of the Great Dionysia, held in March of each year. The week-long Dionysia was a grand state-run religious festival that involved ceremonies, processions, and animal sacrifices as well as daily performances of plays. 'Suppliants' deals with themes such as war, divine interference, the importance of burial for the dead, and perhaps most intriguingly, democracy as a ruling style. <heading>Part Two- What beneficial aspects of Athenian democracy does Theseus choose to mention in this speech? How interesting is his choice? </heading>The extract is from near the beginning of the play. Prior to the Herald's entrance, the King of Argos, Adrastus arrived in Athens representing the families of the Argives who fought against Thebes for Polynices (the titular suppliants). The city's new king Creon had refused the dead Argive warriors burial, prompting Adrastus to seek...","You are a university student. Write an essay on the topic Euripides, Suppliants, 'What beneficial aspects of democracy does Theseus chose to mention in his speech?'.",,,
BAWE,BAWE_353,To what extent should policy be used to stabilise the economy? Discuss with examples from the UK,"Stabilisation policy is ""short term intervention by the Government, either to counter balance some trend in an economic variable or to speed up (slow down) its natural time path"". It is used because economic variables such as output and unemployment in the short term deviate from their long-term natural and potential rates, creating a so-called business cycle. The source of these deviations and therefore the way the Government responds to them leaves a lot to argue about. Keynesian economists, building on Keynes' General Theory in 1936 argue that the economy is naturally unstable and that the economy experiences frequent shocks to aggregate supply and demand. Thus policy makers should use fiscal and monetary policy to stabilise the economy to prevent unnecessary fluctuations in output, unemployment and inflation. On the other hand, classical economists and monetarists, such as Milton Friedman and Robert Lucas argue that the economy is inherently stable and blame bad economic policy for fluctuations. They imply that policy makers should not try and tweak the economy and instead be satisfied if they do no harm. Hence in this essay I shall argue why in theory policy should be used in the economy. I shall also outline the limitations...",You are a university student. Write an essay on the topic To what extent should policy be used to stabilise the economy? Discuss with examples from the UK.,,,
BAWE,BAWE_585,The 'passionlessness' debate,"The 'passionlessness' debate was initially a discourse in religious and medical circles about whether female sexual desire was natural or a moral issue. The debate was central to the gendered life of Americans - to men and women's spheres of work and family, and to the very nature of the male-female relationship. 'Passionlessness' was initially an ideology created by men as a form of controlling women and thus society. Without economic or political independence, women could only manipulate the ideology to their best advantage rather than overturning it completely. The ideology meant that, 'middle-class women lost their association with lust and instead were invested with the quality of innate purity."" In addition, 'passionlessness' did not just apply to pre-marital chastity, but was expected within marriage for the first time. The condition of 'passionlessness' in a woman, therefore, became the centrepiece to the ideal social unit - the family. The 'passionlessness' ideology was intrinsically linked with one side of the Cult of True Womanhood (the other side being that womanhood included a satisfying sexual relationship for husband and wife). <fnote>John D'Emilio, in John D'Emilio and Estelle Freedman, Intimate Matters: A History of Sexuality in America (New York, 1997), 56. </fnote><fnote>Barbara Welter,...",You are a university student. Write an essay on the topic The 'passionlessness' debate.,,,
BAWE,BAWE_841,what part does the concept of elasticity play in analysing the potential effectiveness of government attempts to encourage pulic transport at the expense of the private car?,"<heading>Introduction</heading>One of the main problems facing Britain and the developed World is pollution, and in particular, traffic congestion in city centres. Today we see our towns and cities heavily congested during peak hours and as explained by Balchin et al in 1995 (p211) this is down mainly to the increase in Gross National Product (GNP), which has led to Urbanisation. <quote>'Urbanisation was both the result and the cause of an increase in GNP. Between 1870 and 1990 the GNP increased from £929 million to £517,824 million'</quote>In Greater London, roads make up just 16% of the land, but when this land use is combined with other transport methods, as explained by Balchin et al in 1995 (page 212), the transport system in Britain is a dominant feature of our cities. <quote>'railway facilities, airports, docks and harbours make transportation land overall the major urban land use after housing.'</quote>The government has been faced with the task of trying to reduce congestion in city centres, and has four main options in order to do this: <list>Do nothing - congestion becomes its own deterrentRedevelop cities to accommodate all vehiclesRestrict access to inner areasPricing road use</list>This essay will examine the government's attempts at encouraging the use...",You are a university student. Write an essay on the topic what part does the concept of elasticity play in analysing the potential effectiveness of government attempts to encourage pulic transport at the expense of the private car?.,,,
BAWE,BAWE_92,How does Sensation become Perception?,"Sensation and perception are easily confused, so to clarify the boundary between the two I will define these terms. Sensation is recognised as the immediate and basic experiences which are generated as stimuli fall on our sensory systems, whereas perception refers to the interpretation of these sensations by the brain giving them meaning and organisation (Matlin, 1997). The speed at which a sensation becomes a perception is so great that many people take for granted the way sensations are processed and interpreted by the brain, to the extent that they do not realise any sort of processing is carried out. Questions regarding the information which informs us of what we perceive a sensation to be have been considered for hundreds of years with many different theories being formed. The theories can be divided into two groups: those which outline a top-down process and those which outline bottom-up processing. Top-down processing refers to the way that our brain interprets sensations according to our own knowledge, whereas bottom-up processing involves us understanding the meaning of a sensation purely from the information the stimulus itself provides us with (Gleitman, 2004). More than 80% of perception is accounted for by vision, so most of...",You are a university student. Write an essay on the topic How does Sensation become Perception?.,,,
BAWE,BAWE_890,"Which, in your opinion is the most plausible account of meaning?","Many may ask, what does language have to do with philosophy? There are, however, many philosophical questions concerning language. What exactly do words mean? How is language related to the world? Many philosophers have attempted to answer these questions by positing theories about meaning and language. I will attempt to explore these theories and will conclude if any of them hold water. There are several uses of 'meaning.' There is meaning as intention, e.g., 'I didn't mean to hurt you,' meaning as importance, e.g., 'You mean a lot to me.' There is also a difference between linguistic meaning and speaker meaning. Linguistic meaning is what the language means itself. For example, the French sentence 'Il pleut,' means 'it is raining.' Speaker meaning is what the speaker intends to mean. So if John says, 'Il pleut,' he means 'it is raining.' Frege was particularly interested in the theory of mediated reference. The reference in a sentence is the thing or person and the sense is the meaning or what the object is presented as. <quote> . . .the meaning of an expression is completely determined by the meaning of the parts, plus the way those parts are ordered.</quote><fnote>Stainton, R.J (1996) Philosophical...","You are a university student. Write an essay on the topic Which, in your opinion is the most plausible account of meaning?.",,,
BAWE,BAWE_161,Media Treatment of the Extension of Maternity Leave,"The existence of free media is often regarded as the practical implementation of freedom of speech - one of the institutions underpinning modern liberal democracies. As Judith Lichtenberg argues in the introduction to Democracy and the Mass Media, media assumes two quite distinct roles in politics: both as a ""neutral observer"" and as ""one of the primary actors on the political scene."" The dual role of media in politics is perhaps one of the main features distinguishing the journalist from the political scientist: whilst journalists have an obligation both to stimulate public debate and to accurately report on political events, political scientists must limit themselves to being ""neutral"" observers without actively intervening in the processes they are studying. The aims of this essay are to explore media treatment of the extended parental leave proposal put forward by the Labour government on 28 February 2005 and to discuss in what ways a journalist's approach to this issue differs from that of a political scientist. <enote>Wheeler, M. (1997) Politics and the Mass Media. Oxford: Blackwell, p.6. </enote><enote>Lichtenberg, J. (1990) ""Introduction"", in Lichtenberg J. (eds.) Democracy and the Mass Media. Cambridge: Cambridge University Press, p.1. </enote>The examined media - four national newspapers -...",You are a university student. Write an essay on the topic Media Treatment of the Extension of Maternity Leave.,,,
BAWE,BAWE_1043,Explain why modern science can be considered to begin in 1543...,"In order to ascertain when modern science was born, a comprehensive definition of the word 'science' is paramount. One such example can be found in the Oxford English Dictionary, characterizing modern science to be 'knowledge involving systematized observation, experiment, and induction'. Therefore, science can be viewed not as a series of discoveries, but rather as the system by which these may be achieved. Using the key points in this definition therefore, the title of 'first scientist' should be given to the person with earliest records of these practises. The new method can be seen in comparison to customary techniques of obtaining general knowledge at the time, and as a revolutionary way of thinking. The suggested beginning for science is during a period of advancement in a broad range of fields, termed the 'Renaissance' by French historian Jules Michelet and meaning 'rebirth'. This progress, made through approximately the 14 th to 16 th centuries in Europe, was significant in arts, architecture and, most importantly to this discussion, technology. Galileo Galilei (1564-1642) was born in Italy towards the end of the Renaissance era and became credited with such significant contributions to the field of science that he has become a candidate for...",You are a university student. Write an essay on the topic Explain why modern science can be considered to begin in 1543....,,,
BAWE,BAWE_630,Choice of Law Rules and Laws Not Deriving from a Sovereign State,"Non-state norms are becoming more and more important these days. The trend towards globalisation means that in addition to states and supranational organisations, non-state organisations, communities and powerful players on the private sector such as multinational corporations have gained an important role. According to the theory of global legal pluralism, these actors have even a role of lawmaker. The term ""jurispersuasion"" means convincing others of one's legitimate lawmaking power. <fnote>Michaels 2005, 1210-1211, 1212. </fnote>What qualifies as law is for the state to determine. It is ultimately a question of choice - hence the term choice of law - what is considered to be appropriate to applied in a court of law. The influencing factors in choice of law to be considered are the needs of the international systems, the relevant policies of the form, the relevant policies of other interested states and the relative interests of those states in the determination of the particular issue, the protection of justified expectations, the basic policies underlying the particular field of law, certainty, predictability and uniformity of result and the ease in the determination and application of the law to be applied. <fnote>Stone 1995, 5. </fnote>In the English - also in most other...",You are a university student. Write an essay on the topic Choice of Law Rules and Laws Not Deriving from a Sovereign State.,,,
